Project,Id,Date of observation,Latitude,Longitude,Observer,Upload date,Edition date,Highlighted,Highlight type,Validated,Species,Photo name,Comments,Editor,Editor comments,Link,Habitat,Depth,Abundance
Crustacis Decàpodes,409993,2018-07-26,41.1998,1.6762,Pablo  Ruiz ,2018-07-26 17:44:58+00:00,2025-10-20 11:42:02.655696+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180726-_dsc5103.webp,,,,https://www.observadoresdelmar.es/Observations/409993,,,1
Crustacis Decàpodes,409994,2018-07-26,41.1998,1.6762,Pablo  Ruiz ,2018-07-26 17:46:19+00:00,2025-10-20 11:45:05.082910+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180726-_dsc5057.webp,,,,https://www.observadoresdelmar.es/Observations/409994,,,1
Crustacis Decàpodes,409995,2018-07-26,41.1998,1.6762,Pablo  Ruiz ,2018-07-26 17:48:29+00:00,2025-10-20 11:44:47.131961+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180726-2.webp,Los dos ejemplares de observaciones anteriores se  encuentran. ,,P.Abelló: Son hembra (la de las pinzas rojas) y macho.,https://www.observadoresdelmar.es/Observations/409995,,,1
Crustacis Decàpodes,410023,2018-07-28,39.15,2.9327,LENKA JUSKANICOVA,2018-07-29 21:40:11+00:00,2025-10-20 11:45:05.616038+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20180728-img_8252a.webp,"Como me fuia abucear a Cabrera después de 10 aňos y sabía que todavía no se ha hecho la foto de este cangrejo en Cabrera que he visto alderedor de toda la Mallorca, me fui entre las dos inmersiones de apnea- sin un neopreno-mal,  a cerca del puerto a buscarlo.He visto 2 ejemplares de 4 y 7 cm en unas grietas en la poca profundidad de 40 cm . Aunque me quedé quemada por la cara ,piernas y manos por una anemona a que me pegué cuando rápido le hecho por fin la foto, estoy contenta conseguir a confirmar con la primera foto que también esta especie llegó a la reserva de las Islas de Cabrera.Aunque con las dolorosas ampollas pero lo pillé !!!",,P.Abelló: Muchas gracias por confirmar la presencia de esta especie en Cabrera! Y por el esfuerzo hecho! ,https://www.observadoresdelmar.es/Observations/410023,,,1
Crustacis Decàpodes,410045,2018-07-28,39.173,2.9636,LENKA JUSKANICOVA,2018-07-30 21:05:14+00:00,2025-10-20 11:45:06.078590+00:00,No,No destacada,Yes,Dardanus calidus,4-602--20180728-img_8330a.webp,SOLO HE ENCONTRADO UN EJEMPLAR PASEANDO POR ESTE PECIO HUNDIDO EN 30 M .,,,https://www.observadoresdelmar.es/Observations/410045,,,
Crustacis Decàpodes,410046,2018-07-28,39.161,2.917,LENKA JUSKANICOVA,2018-07-30 21:13:20+00:00,2025-10-20 11:44:47.525313+00:00,No,No destacada,Yes,Eriphia verrucosa,4-605--20180728-img_8146a.webp,EL RESTO ENCONTRADO EN LA PROFUNDIDAD DE 20 M.,,,https://www.observadoresdelmar.es/Observations/410046,,,
Crustacis Decàpodes,410058,2018-07-31,37.6168,-0.7146,Jose Maria Treviño Ferrer,2018-07-31 20:21:15+00:00,2018-09-17 18:47:17+00:00,No,No destacada,Yes,Percnon gibbesi,,"En una grieta entre rocas, a 2 m. de profundidad. Identificado por las marcas amarillas de las patas.",,P.Abelló: Muchas gracias por la información! Las franjas de las patas son muy características de esta especie.,https://www.observadoresdelmar.es/Observations/410058,,,
Crustacis Decàpodes,410061,2018-06-26,40.0548,3.8844,Toni Vivó ,2018-08-01 21:09:40+00:00,2018-09-13 18:36:54+00:00,No,No destacada,Yes,Percnon gibbesi,,Rocas submergides del mediolitoral i infralitoral superior,,"P.Abelló: Si no tens foto, dónan's una breu descripció del cranc, color a les potes, o alguna característica. Ens ajuda a fer una validació correcta, tot i que en aquest cas no hi ha cap problema, ja que l'espècie és difícil de confondre amb cap altra i a més a més la veus en un hàbitat i zona adequats.",https://www.observadoresdelmar.es/Observations/410061,,,2
Crustacis Decàpodes,410074,2018-07-27,36.1723,-6.2648,Pedro Pablo Modroño de la Rosa,2018-08-04 11:11:25+00:00,2025-10-20 11:45:13.106224+00:00,No,No destacada,Yes,Paromola cuvieri,4-656--20180727-whatsapp image 2018-07-24 at 19.41.37.webp,Ejemplar recogido por pescadores de arrastre a 200 brazas de profundidad frente a la costa de Conil. Fondos arena-fango.,,P.Abelló: Esta especie suele capturarse con artes de arrastre en fondos del talud continental a profundidades superiores a los 500 m de profundidad en el Mediterráneo occidental. Está practicamente ausente del Mar de Alborán. En el Atlántico está presente desde Namibia hasta Noruega. Es uno de los cangrejos más grandes que tenemos en nuestra fauna.,https://www.observadoresdelmar.es/Observations/410074,,,
Crustacis Decàpodes,410090,2018-07-29,36.7654,-6.4515,Pedro Pablo Modroño de la Rosa,2018-08-06 20:33:46+00:00,2025-10-20 11:45:13.157126+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180729-dscn5707a.webp,"Ejemplar recogido junto con 3 más en las redes de trasmallo de pescadores a 4 millas hacia Chipiona y 3,5 millas de la costa.",,"Asi es. Esta especie ha llegado al Golfo de Cádiz y cada día se encuentran mas ejemplares. Ya se ve hasta en las lonjas, a la venta. Debe tener una población importante ya establecida en el Guadalquivir.",https://www.observadoresdelmar.es/Observations/410090,,,2
Crustacis Decàpodes,410104,2018-08-01,36.7126,-4.2951,JAVIER CASAS GASCA,2018-08-09 13:03:49+00:00,2025-10-20 11:45:13.631324+00:00,No,No destacada,Yes,Portunus hastatus,4-670--20180801-sunp0290.webp,,,"P.Abelló: Muchas gracias, Javier. Efectivamente, se trata de un Portunus hastatus, un cangrejo típico de fondos de arena, principalmente gruesa, pero también fina. Fíjate en la mancha rojiza en el dáctilo de la quinta pata. Tu observación es hasta el momento la más occidental de las, relativamente pocas, observaciones de esta especie en nuestro portal.
 ",https://www.observadoresdelmar.es/Observations/410104,,,
Crustacis Decàpodes,410115,2018-08-04,41.7986,3.0622,Miquel Àngel Pérez-De-Gregorio Capella,2018-08-10 10:50:26+00:00,2025-10-20 11:37:03.228387+00:00,No,No destacada,Yes,Lysmata seticaudata,4-629--20180804-lysmata seticaudata (1).webp,,,"P.Abelló: Aquesta espècie és bastant inconfundible, de moment almenys a la nostra mar. El seu hàbitat és infralitoral, tot i que  de tant en tant pot observar-se al primer pam d'aigua.",https://www.observadoresdelmar.es/Observations/410115,,,2
Crustacis Decàpodes,410116,2018-08-04,41.7986,3.0622,Miquel Àngel Pérez-De-Gregorio Capella,2018-08-10 10:51:22+00:00,2025-10-20 11:38:34.697975+00:00,No,No destacada,Yes,Eriphia verrucosa,4-605--20180804-eriphia verrucosa.webp,,,"P.Abelló: Moltes gràcies, Miquel Àngel. Aquesta espècie és bastant inconfundible i pot assolir grans talles si se la deixa créixer.",https://www.observadoresdelmar.es/Observations/410116,,,1
Crustacis Decàpodes,410117,2018-08-06,42.1135,3.1666,Miquel Àngel Pérez-De-Gregorio Capella,2018-08-10 10:54:14+00:00,2025-10-20 11:37:45.279350+00:00,No,No destacada,No,Periclimenes amethysteus,4-659--20180806-periclimenes.webp,,,,https://www.observadoresdelmar.es/Observations/410117,,,
Crustacis Decàpodes,410126,2018-08-10,41.198,1.6728,Pablo  Ruiz ,2018-08-10 15:10:19+00:00,2025-10-20 11:43:52.478121+00:00,No,No destacada,Yes,Portumnus latipes,4-669--20180810-captura de pantalla 2018-08-10 a las 12.11.13.webp,,,,https://www.observadoresdelmar.es/Observations/410126,,,1
Crustacis Decàpodes,410127,2018-08-07,42.1344,3.1227,Boris weitzmann ,2018-08-10 17:03:56+00:00,2025-10-20 11:45:14.061740+00:00,Yes,Fotografia excel·lent,Yes,Callinectes sapidus,4-862--20180807-p8070457.webp,va ser menjat per un pop,,"P.Abelló: Moltes gràcies, Boris, per aquesta observació. És, fins ara, la que marca el límit nord de distribució d'aquesta espècie a la Península Ibèrica, i ens indica també que aquest cranc es troba encara en expansió a la nostra mar. A més a més, el fet que aquest exemplar hagi sigut depredat per un pop ens suggereix possibles noves vies de control, ja que els crancs blaus adults tenen pocs depredadors. Seguim!",https://www.observadoresdelmar.es/Observations/410127,,,
Crustacis Decàpodes,410128,2018-08-07,42.1271,3.1263,Boris weitzmann ,2018-08-10 17:05:35+00:00,2018-08-14 18:07:57+00:00,Yes,Fotografia excel·lent,Yes,Callinectes sapidus,,un exemplar mort a la sorra a 2m de fondo,,"P. Abelló: Aquesta observació, junt amb l'altra que ens has aviat, una mica més al nord són importants perquè ens indica que ja tenim una població establerta al nord de la Península. Aviat arribaran a la Camarga, si no és que ja hi són.",https://www.observadoresdelmar.es/Observations/410128,,,
Crustacis Decàpodes,410138,2018-08-03,38.6395,0.0438,Luz Perez Igualada,2018-08-11 13:13:43+00:00,2018-08-14 18:40:51+00:00,No,No destacada,Yes,Percnon gibbesi,,Snorkeling; es la primera vez que lo vemos en Calpe; espigon derecho de la playa Arenal-Bol,,"P.Abelló: Muchas gracias, Luz. Esta especie es bastante inconfundible. Fíjate especialmente, aparte de en su forma, en las bandas amarillas de sus patas.",https://www.observadoresdelmar.es/Observations/410138,,,2
Crustacis Decàpodes,410141,2018-08-03,39.8716,4.3122,Begoña Oquiñena Smith,2018-08-12 11:44:54+00:00,2018-08-14 18:38:46+00:00,No,No destacada,Yes,Percnon gibbesi,,"Em sembla que eren 2 parelles que s'encalçaven pero no ho puc assegurar. No tenia càmara. Es trobaven a 2'5 m de profunditat entre encletxes de grans blocs de roques. Sa mida es refereix al cefalotorax. Estic bastant segura de que eren d'aquesta espècie, per les taques grogues a les potes. ",,"P.Abelló: Moltes gràcies, Begoña. Per les descripcions que en fas, aquest cranc es pot identificar perfectament com a Percnon gibbesi.",https://www.observadoresdelmar.es/Observations/410141,,,2
Crustacis Decàpodes,410142,2018-08-12,41.1995,1.6755,Pablo  Ruiz ,2018-08-12 14:53:19+00:00,2025-10-20 11:45:15.566051+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180812-dscn1438.webp,Siguen siendo escasos,,"Aunque sean escasos ahora, la tendencia actual es a observarlos cada vez mas frecuentemente y en mayor número. Lamentablemente es una introducción que en otras partes del mundo se ha establecido sin problemas, y me temo que aquí no será una excepción.",https://www.observadoresdelmar.es/Observations/410142,,,1
Crustacis Decàpodes,410143,2018-08-12,41.1998,1.676,Pablo  Ruiz ,2018-08-12 14:54:28+00:00,2025-10-20 11:43:56.299742+00:00,Yes,Fotografia excel·lent,Yes,Callinectes sapidus,4-862--20180812-dscn1477.webp,Pareja apareándose.,,"P.Abelló: La información que aporta esta especie es muy importante, ya que indica claramente que este hábitat, con macrófitos (algas y/o fanerógamas) es utilizado para la pre-cópula, y muy probablemente también para la cópula. Es un tema muy necesario para conocer los hábitos y comportamiento de la especie si queremos realizar algun tipo de gestión para el control de sus poblaciones.",https://www.observadoresdelmar.es/Observations/410143,,,1
Crustacis Decàpodes,410170,2018-08-16,41.1976,1.6732,Pablo  Ruiz ,2018-08-16 18:23:50+00:00,2025-10-20 11:39:49.375503+00:00,No,No destacada,Yes,Pachygrapsus marmoratus,4-641--20180816-captura de pantalla 2018-08-16 a las 18.20.30.webp,,,,https://www.observadoresdelmar.es/Observations/410170,,,2
Crustacis Decàpodes,410171,2018-08-15,39.486,2.477,LENKA JUSKANICOVA,2018-08-16 21:48:45+00:00,2025-10-20 11:37:09.745348+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20180815-img_9517a.webp,EN POCA PROFUNDIDAD METIDOS ENTRE LOS GRABDES BLOQUES SE ENCOTRAVAN MUCHOS INDIVIDUOS.ESTAS DOS TENÍAN UNA RARA COMUNICACIÓN CUANDO LEVANTAVAN LAS PINZAS AUNQUE NO COMIERON LAS ALGAS COMO HABITUALMENTE.,,,https://www.observadoresdelmar.es/Observations/410171,,,2
Crustacis Decàpodes,410172,2018-08-15,39.486,2.477,LENKA JUSKANICOVA,2018-08-16 21:54:06+00:00,2025-10-20 11:45:15.811093+00:00,No,No destacada,Yes,Ilia nucleus,4-617--20180815-img_9491a.webp,esta muda- los restos de los ojos transparente de un macho se encontravan en 16 m de la profundidad.,,,https://www.observadoresdelmar.es/Observations/410172,,,
Crustacis Decàpodes,410180,2018-08-18,39.536,2.3766,LENKA JUSKANICOVA,2018-08-18 18:04:17+00:00,2025-10-20 11:44:48.468526+00:00,No,No destacada,Yes,Pilumnus,4-681--20180818-img_9806a.webp,"Lo he pillado por la segunda vez  escondido abajo de la anemona  Anemonia sulcata en la profunfidad de 7 m .Ahora pude sacarle la unica foto porque siempre cuando levanto la anemona se esconde.la especie supongo es por la pilosadad abundanten pero me sorendido que está resisente a los tentáculos urticantes de la anemona , igualmente que el cangrejo Inachus phalangium.",,"Hola,
 realmente se trata de un Pilumnus. No me atrevo a decir una especie, porque hay 6 en las aguas europeas, incluyendo a una aún no descrita, y solo por la morfología, y en foto, es dificil determinar la especie.",https://www.observadoresdelmar.es/Observations/410180,,,
Crustacis Decàpodes,410184,2018-08-17,39.536,2.3766,LENKA JUSKANICOVA,2018-08-18 19:00:40+00:00,2025-10-20 11:45:16.970539+00:00,Yes,Fotografia excel·lent,Yes,Portunus hastatus,4-670--20180817-img_9701a.webp,"En la profundifad de 13 m pillé por el movimiento de esconderse en la arena entre la poseidonia este ejemplar de mi cangrejo preferido.Cuando le quise mirar el abdomen  para ver que sexo es, que sorpresa porque tuvo allí pegado como una esponja compacta sus huevos, lo que no he visto anteriormente.",,"P.Abelló: Muy buena la foto, y muy buena la información que aporta. Los huevos estan muy desarrollados, a punto o casi a punto de eclosionar. Presentas evidencia de puesta y eclosión de los huevos en esta especie, muy poco o practicamente nada estudiada. Las especies del género Portunus son de aguas cálidas, tropicales, y deberían tener reproducción en verano, como claramente muestras. Perfecto!
 ",https://www.observadoresdelmar.es/Observations/410184,,,
Crustacis Decàpodes,410185,2018-08-17,39.536,2.3766,LENKA JUSKANICOVA,2018-08-18 19:06:22+00:00,2025-10-20 11:45:17.776981+00:00,No,No destacada,Yes,Liocarcinus corrugatus,4-848--20180817-img_9630a.webp,un juvenil ejemplar  coriendo en la arena entre la poseidonia en la profundidad de 7 entre la poseidonia.,,"P.Abelló: No es un Xantho. La forma del dáctilo de la quinta para nos indica que se trata de un portúnido. Yo creo que muy probablemente es un juvenil de Liocarcinus corrugatus. Yo he encontrado juveniles de esta especie en muestras de fondos tipo maerl y tienen el rostro bastante liso, un poco distinto de los adultos, como en este ejemplar.",https://www.observadoresdelmar.es/Observations/410185,,,
Crustacis Decàpodes,410186,2018-08-17,39.536,2.3766,LENKA JUSKANICOVA,2018-08-18 19:27:29+00:00,2025-10-20 11:45:18.200542+00:00,No,No destacada,Yes,Ilia nucleus,4-617--20180817-img_9657a.webp,"esta inmersión nocturna era la noche de los cangrejos guisantes que veo muy poco, aňo pasado ninguno, solo como el resto de la cena de un pulpo.Esta noche he visto 4 ejemplares, este en la profundidad de 10 m siempre escondiendose entra las algas en el fondo de arena etre la poseidonia.",,,https://www.observadoresdelmar.es/Observations/410186,,,2
Crustacis Decàpodes,410187,2018-08-17,39.536,2.3766,LENKA JUSKANICOVA,2018-08-18 19:36:12+00:00,2025-10-20 11:45:18.525670+00:00,No,No destacada,Yes,Ilia nucleus,4-617--20180817-img_9740a.webp,"el otro ejemplar de los 4 que he visto durante esta inmersion, esta vez la coloracion se un poco diferente, más de rosa y tamaňo un cm de la cabeza, también escondiendose entre las algas en el fondo de la arena entre la posidonia, 16 m de la profundidad.",,,https://www.observadoresdelmar.es/Observations/410187,,,2
Crustacis Decàpodes,410227,2018-08-16,36.7208,-4.3821,JAVIER CASAS GASCA,2018-08-22 23:10:38+00:00,2025-10-20 11:45:18.799115+00:00,No,No destacada,Yes,Pachygrapsus marmoratus,4-641--20180816-20180817_123423[1].webp,Encontrado en la orilla,,,https://www.observadoresdelmar.es/Observations/410227,,,
Crustacis Decàpodes,410280,2018-08-23,36.723,-4.1248,JAVIER CASAS GASCA,2018-08-25 13:27:45+00:00,2025-10-20 11:37:45.674740+00:00,No,No destacada,No,Atelecyclus undecimdentatus,4-589--20180823-sunp0105pequño.webp,,,,https://www.observadoresdelmar.es/Observations/410280,,,1
Crustacis Decàpodes,410283,2018-08-25,41.1999,1.6762,Pablo  Ruiz ,2018-08-25 16:40:58+00:00,2025-10-20 11:45:18.982899+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180825-_dsc5200.webp,Siguen siendo escasísimos de ver este año.,,"P.Abelló: Pues según como lo veas, es una suerte; en el delta ya has visto, les suben hasta el azud de Xerta!",https://www.observadoresdelmar.es/Observations/410283,,,
Crustacis Decàpodes,410284,2018-08-25,41.1961,1.6659,Pablo  Ruiz ,2018-08-25 16:42:28+00:00,2025-10-20 11:45:19.240818+00:00,No,No destacada,Yes,Diogenes pugilator,4-99999--20180825-p8240377.webp,,,"P.Abelló: Es un Diogenes pugilator. Es una especie relativamente común en playas de arena fina (pero yo diría que ""antes"" se veían más). Los diogénidos tienen la pinza grande siempre en la izquierda, mientras que los pagúridos tienen la pinza grande siempre en la derecha.",https://www.observadoresdelmar.es/Observations/410284,,,
Crustacis Decàpodes,410324,2018-08-22,40.4665,0.4768,Ana Forner Piquer,2018-08-28 17:11:13+00:00,2025-10-20 11:45:19.302058+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180822-dscf1149.webp,"La foto està feta durant una sessiò de snorkel a un dels exemplars que vaig trobar, però hi vaig contar al menys 20 exemplars durant mitja hora de snorkel. Tinc vídeos de 2 exemplars, del de la foto i un altre que anava per damunt la sorra. ",,"P.Abelló: Sembla que s'està menjant un altre cranc, o potser era la seva pròpia muda. No vas poder comprovar si es tractava d'un exemplar en postmuda, és a dir, amb la closca tova, no? no cal dir que s'ha d'anar amb molt de compte amb aquests crancs; poden fer molt de mal si et pessiguen! Per cert, els que tenen les pinces vermelles són femelles.",https://www.observadoresdelmar.es/Observations/410324,,,
Crustacis Decàpodes,410325,2018-08-22,40.4665,0.4768,Ana Forner Piquer,2018-08-28 17:13:42+00:00,2025-10-20 11:43:59.089375+00:00,No,No destacada,Yes,Callinectes sapidus,4-862--20180822-dscf1138.webp,,,,https://www.observadoresdelmar.es/Observations/410325,,,
Crustacis Decàpodes,410339,2018-08-13,41.9182,3.2155,Enric Badosa Malagelada,2018-08-28 23:31:27+00:00,2025-10-20 11:44:37.522829+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20180813-llagosta.webp,,Pere Abelló i Sala,,https://www.observadoresdelmar.es/Observations/410339,,,
Crustacis Decàpodes,410340,2018-08-13,41.9182,3.2155,Enric Badosa Malagelada,2018-08-28 23:32:00+00:00,2025-10-20 11:45:19.431793+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20180813-llagosta.webp,,,"D.Díaz: Hola Enric, este ejemplar de langosta roja corresponde a un individuo recién asentado. Fijate en la coloración blanquecina que presenta en la parte basal de de las antenas",https://www.observadoresdelmar.es/Observations/410340,,,
Crustacis Decàpodes,410341,2018-08-13,41.9182,3.2155,Enric Badosa Malagelada,2018-08-28 23:32:56+00:00,2025-10-20 11:39:49.483529+00:00,No,No destacada,Yes,Stenopus spinosus,4-676--20180813-stenopus spinosus.webp,,,,https://www.observadoresdelmar.es/Observations/410341,,,1
Crustacis Decàpodes,410342,2018-08-13,41.9182,3.2155,Enric Badosa Malagelada,2018-08-28 23:33:57+00:00,2025-10-20 11:39:49.618073+00:00,No,No destacada,Yes,Palaemon serratus,4-651--20180813-palaemon serranus.webp,,,,https://www.observadoresdelmar.es/Observations/410342,,,4
Crustacis Decàpodes,410347,2018-08-10,41.9198,3.2164,Enric Badosa Malagelada,2018-08-28 23:44:29+00:00,2025-10-20 11:45:19.551029+00:00,No,No destacada,Yes,Stenopus spinosus,4-676--20180810-stenopus spinosus.webp,,,,https://www.observadoresdelmar.es/Observations/410347,,,
Crustacis Decàpodes,410348,2018-08-14,41.9136,3.208,Enric Badosa Malagelada,2018-08-28 23:58:55+00:00,2025-10-20 11:39:49.735238+00:00,No,No destacada,Yes,Stenopus spinosus,4-676--20180814-stenopus spinosus.webp,,,,https://www.observadoresdelmar.es/Observations/410348,,,1
Crustacis Decàpodes,410349,2018-08-14,41.9136,3.208,Enric Badosa Malagelada,2018-08-29 00:00:07+00:00,2025-10-20 11:39:49.866838+00:00,No,No destacada,Yes,Scyllarus arctus,4-673--20180814-scyllarus arctus.webp,Estan al sostre d'una cova,,D.Díaz: es típic veure un grup en coves o petites baumes.,https://www.observadoresdelmar.es/Observations/410349,,,2
Crustacis Decàpodes,410350,2018-08-14,41.9136,3.208,Enric Badosa Malagelada,2018-08-29 00:00:55+00:00,2025-10-20 11:39:49.981059+00:00,No,No destacada,Yes,Herbstia condyliata,4-613--20180814-herbstia condyliata.webp,,,,https://www.observadoresdelmar.es/Observations/410350,,,2
Crustacis Decàpodes,410351,2018-08-14,41.9136,3.208,Enric Badosa Malagelada,2018-08-29 00:02:36+00:00,2025-10-20 11:44:52.512567+00:00,No,No destacada,Yes,Lysmata seticaudata,4-629--20180814-lasiognata.webp,,,,https://www.observadoresdelmar.es/Observations/410351,,,2
Crustacis Decàpodes,410359,2018-08-12,41.9247,3.2173,Enric Badosa Malagelada,2018-08-29 00:27:39+00:00,2025-10-20 11:45:14.176964+00:00,No,No destacada,Yes,Palaemon elegans,4-650--20180812-palaemon elegans.webp,,,,https://www.observadoresdelmar.es/Observations/410359,,,4
Crustacis Decàpodes,410360,2018-08-12,41.9247,3.2173,Enric Badosa Malagelada,2018-08-29 00:28:22+00:00,2025-10-20 11:39:31.439490+00:00,No,No destacada,Yes,Palaemon serratus,4-651--20180812-palaemon serratus.webp,,,,https://www.observadoresdelmar.es/Observations/410360,,,4
Crustacis Decàpodes,410361,2018-08-12,41.9247,3.2173,Enric Badosa Malagelada,2018-08-29 00:29:16+00:00,2025-10-20 11:44:48.590648+00:00,No,No destacada,Yes,Lysmata seticaudata,4-629--20180812-lysmata.webp,,,,https://www.observadoresdelmar.es/Observations/410361,,,3
Crustacis Decàpodes,410369,2018-08-23,41.5772,2.5557,Enric Badosa Malagelada,2018-08-29 23:54:27+00:00,2025-10-20 11:39:50.090546+00:00,No,No destacada,Yes,Necora puber,4-640--20180823-necora puber.webp,,,P.Abelló: Gràcies per l'observació. Les nècores sembla ser que van ser una introducció a la Mediterrània relativament recent. És important anar reportant-les per a concretar la seva distribució.,https://www.observadoresdelmar.es/Observations/410369,,,
Crustacis Decàpodes,410383,2018-08-29,41.9248,3.2172,Enric Badosa Malagelada,2018-08-31 01:00:39+00:00,2025-10-20 11:45:20.053751+00:00,No,No destacada,Yes,Palaemon elegans,4-650--20180829-palaemon elegans.webp,Estan a una esquerda amb un congre enorme,,,https://www.observadoresdelmar.es/Observations/410383,,,2
Crustacis Decàpodes,410384,2018-08-29,41.9252,3.2172,Enric Badosa Malagelada,2018-08-31 01:02:27+00:00,2025-10-20 11:45:20.166565+00:00,No,No destacada,Yes,Lysmata seticaudata,4-629--20180829-lysmata.webp,,,,https://www.observadoresdelmar.es/Observations/410384,,,2
Crustacis Decàpodes,410385,2018-08-29,41.9252,3.2172,Enric Badosa Malagelada,2018-08-31 01:03:21+00:00,2025-10-20 11:39:50.224221+00:00,No,No destacada,Yes,Palaemon serratus,4-651--20180829-palaemon serranus.webp,,,,https://www.observadoresdelmar.es/Observations/410385,,,4
Crustacis Decàpodes,410399,2018-07-05,39.8908,3.2011,Miquel Angel ,2018-08-31 14:12:19+00:00,2025-10-20 11:45:20.267257+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20180705-tramuntana-diving-adventure.webp,Foto de Maria José Morales,,"D.Díaz: Este ejemplar de langosta roja, corresponde a un individuo de 1 año de edad desde que pasa de larva planctónica a individuo bentónico.",https://www.observadoresdelmar.es/Observations/410399,,,
Crustacis Decàpodes,410400,2018-07-05,39.8908,3.2011,Miquel Angel ,2018-08-31 14:15:21+00:00,2025-10-20 11:45:20.610875+00:00,No,No destacada,Yes,Scyllarides latus,4-672--20180705-36739843_679709805697084_4109431735379296256_o.webp,,,"David Díaz: Efectivament es una cigala mallorquina, es interesant que apunteu en els comentaris la fondària i la data d'observació. Si un altre dia en veieu una altre fixeu-vos si en la pota més propera de la cua te una pinça o una ungla i podreu saber si es mascle (ungla o femella (pinça)",https://www.observadoresdelmar.es/Observations/410400,,,
Crustacis Decàpodes,410410,2018-09-02,36.761,-6.4113,Eli Muñoz,2018-09-02 22:51:16+00:00,2025-10-20 11:45:20.668784+00:00,No,No destacada,Yes,Carcinus maenas,4-597--20180902-carcinus corrales 2.webp,"No estoy segura, parece Carcinus pero tiene los dáctilos de las quelas azules, nunca lo he visto así",,"Si, es Carcinus maenas. No es muy frecuente la coloración azul en las quelas, pero si se observa en ocasiones. El resto de caracteres y coloración si es típica de C. manenas, por ejemplo ese ""arco"" de puntos amarillentos sobre el cefalotórax, que se observa muy bien en la foto.",https://www.observadoresdelmar.es/Observations/410410,,,1
Crustacis Decàpodes,410411,2018-09-02,36.761,-6.4113,Eli Muñoz,2018-09-02 22:52:25+00:00,2025-10-20 11:45:20.697674+00:00,No,No destacada,Yes,Pachygrapsus marmoratus,4-641--20180902-p marmoratus sept 18.webp,,,,https://www.observadoresdelmar.es/Observations/410411,,,4
Crustacis Decàpodes,410412,2018-09-02,36.761,-6.4113,Eli Muñoz,2018-09-02 22:54:34+00:00,2025-10-20 11:45:15.856043+00:00,No,No destacada,Yes,Eriphia verrucosa,4-605--20180902-podría ser eriphia verrucosa spt 2018.webp,"Se ve muy mal, la foto está sacada de un vídeo pero empecé a grabar justo cuando había atacado a un Carcinus, creo, y se escondía. Era muy ""basto"", con tubérculos por las quelas. Y era bastante grande. Podría ser Eriphia?",,P.Abelló: Se ven suficientemente bien las pinzas y tubérculos. Es efectivamente una Eriphia verrucosa.,https://www.observadoresdelmar.es/Observations/410412,,,
Crustacis Decàpodes,410446,2018-09-02,39.8397,2.7762,Mika Palmer Verger,2018-09-04 11:57:07+00:00,2025-10-20 11:45:20.911904+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20180902-percnon gibbesi i.webp,A cala Tuent vaig observar uns 40 exemplars de mida diversa entre les roques.,,,https://www.observadoresdelmar.es/Observations/410446,,,3
Crustacis Decàpodes,410448,2018-09-02,39.491,2.47,LENKA JUSKANICOVA,2018-09-04 21:14:47+00:00,2025-10-20 11:45:21.642110+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20180902-img_1627a.webp,ESTE JUVENIL EN LA PROFUNDIDAD DE 31 M TENÍA LAS ANTENAS DE 5 CM LARGOS.,,"D.Díaz: Hola Lenka, precioso ejemplare de recién asentado de langosta roja. Este año el proceso de asentamiento ha sido un poco más profundo y escaso. Buena observación",https://www.observadoresdelmar.es/Observations/410448,,,
Crustacis Decàpodes,410449,2018-09-01,39.572,2.3103,LENKA JUSKANICOVA,2018-09-04 21:22:28+00:00,2025-10-20 11:45:21.952031+00:00,No,No destacada,Yes,Dardanus calidus,4-602--20180901-img_1501a.webp,ESTE MUDA ENCONTRÉ EN UNA GRIETA EN LA PROFUNDIDAD DE 16 M,,P.Abelló: Se observan perfectamente los tubérculos característicos de esta especie,https://www.observadoresdelmar.es/Observations/410449,,,
Crustacis Decàpodes,410450,2018-09-04,39.6939,2.52,Mika Palmer Verger,2018-09-05 08:59:15+00:00,2018-09-13 17:55:50+00:00,No,No destacada,Yes,Percnon gibbesi,,S'observen entre les roques a la part dreta de sa platja de Sa Galera. La major part de mida petita. No tenc foto però conec l'espècie i ja n'he passat vàries cites.,,"P.Abelló: Moltes gràcies, Mika. Aquesta espècie, un cop s'ha vist una vegada, difícilment pot confondre's amb cap altra. Es pot validar l'observació sense problemes.",https://www.observadoresdelmar.es/Observations/410450,,,3
